Item,User Id,Gender,Age,Date of Transaction,Store,Brand,Location,Category,Price
283,26,Male,22,2016-12-12,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,2170
284,5,Female,42,2017-01-29,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,234
285,40,Female,56,2017-01-23,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,188
286,20,Male,26,2017-02-03,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,440
287,23,Female,20,2017-01-04,Wellcome 81,Wellcome,Tung Chung,Grocery,721
288,10,Male,33,2017-02-07,StarBucks 115-4,StarBucks,Sha Tin,Coffee,161
289,28,Male,65,2017-02-01,Park N Shop 154,Park N Shop,Central,Grocery,927
290,11,Female,41,2017-01-30,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,286
291,45,Male,62,2017-01-20,Wellcome WC 1,Wellcome,Wan Chai,Grocery,577
292,44,Female,28,2017-01-01,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1126
293,50,Male,24,2016-12-21,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1128
294,32,Female,42,2017-01-30,StarBucks WC 2,StarBucks,Wan Chain,Coffee,47
295,43,Female,51,2016-12-16,StarBucks WC 2,StarBucks,Wan Chain,Coffee,220
296,1,Male,52,2017-02-23,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,62
297,32,Female,42,2017-01-30,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,106
298,45,Male,62,2017-02-05,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,119
299,32,Female,42,2017-01-08,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,610
300,13,Female,27,2016-12-30,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,2919
301,34,Male,57,2016-12-22,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1381
302,47,Female,63,2017-01-23,Bombay House,Bombay House,Prince Edward,Restaurants,718
303,27,Female,22,2016-12-07,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,135
304,23,Female,20,2017-01-02,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,198
305,24,Female,37,2017-02-15,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,992
306,49,Male,40,2017-01-10,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,1054
307,49,Male,40,2017-01-11,Wellcome Main 24,Wellcome,Central,Grocery,436
308,40,Female,56,2017-02-12,StarBucks (4426),StarBucks,Central,Coffee,248
309,24,Female,37,2017-02-23,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,451
310,13,Female,27,2017-02-11,Lei Garden Central,Lei Garden,Central,Restaurants,2361
311,19,Female,37,2017-02-01,Calimex CWB,Calimex,Causeway Bay,Restaurants,406
312,4,Male,62,2017-02-23,Wellcome Main 24,Wellcome,Central,Grocery,462
313,10,Male,33,2017-02-28,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,372
314,21,Male,19,2016-12-23,StarBucks (4426),StarBucks,Central,Coffee,144
315,44,Female,28,2016-12-10,Wellcome Main 24,Wellcome,Central,Grocery,653
316,22,Male,67,2016-12-26,StarBucks (4426),StarBucks,Central,Coffee,132
317,14,Female,29,2017-01-07,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,227
318,27,Female,22,2017-01-22,Wellcome 81,Wellcome,Tung Chung,Grocery,276
319,38,Male,18,2017-02-24,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,214
320,34,Male,57,2017-01-04,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,217
321,13,Female,27,2016-12-23,Jaspas PE,Jaspas,Prince Edward,Restaurants,663
322,11,Female,41,2017-01-01,Hwaduk,Hwanduk,Causeway Bay,Restaurants,380
323,21,Male,19,2016-12-23,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,698
324,5,Female,42,2017-01-13,Calimex CWB,Calimex,Causeway Bay,Restaurants,227
325,1,Male,52,2017-01-19,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,308
326,2,Male,19,2016-12-03,McDonalds SHA,McDonalds,Sha Tin,Fast Food,71
327,42,Male,60,2016-12-27,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,205
328,46,Female,29,2017-02-18,Deliveroo,Pure,Hong Kong,Health/Fitness,90
329,48,Male,40,2017-02-19,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1249
330,14,Female,29,2017-01-02,Ibon Rae House,Ibon Rae,Central,Restaurants,155
331,6,Female,64,2017-02-04,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,4554
332,46,Female,29,2017-02-10,Park N Shop 784,Park N Shop,Tung Chung,Grocery,506
333,38,Male,18,2017-01-03,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1483
334,1,Male,52,2017-02-03,StarBucks HK,StarBucks,Tung Chung,Coffee,192
335,24,Female,37,2017-01-05,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,1184
336,15,Male,31,2017-02-14,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,385
337,8,Male,66,2016-12-11,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1234
338,13,Female,27,2017-01-15,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,398
339,45,Male,62,2016-12-25,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,177
340,13,Female,27,2016-12-03,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,322
341,35,Male,21,2017-02-28,StarBucks 115-4,StarBucks,Sha Tin,Coffee,185
342,25,Male,23,2016-12-06,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,44
343,8,Male,66,2016-12-10,StarBucks WC 2,StarBucks,Wan Chain,Coffee,164
344,23,Female,20,2016-12-03,Calimex CWB,Calimex,Causeway Bay,Restaurants,341
345,30,Female,36,2017-01-14,Itunes.com/bill,Apple,Itunes.com,Electronics,25
346,26,Male,22,2017-02-12,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,44
347,46,Female,29,2017-02-25,StarBucks WC 2,StarBucks,Wan Chain,Coffee,39
348,47,Female,63,2016-12-08,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,214
349,38,Male,18,2017-01-02,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,215
350,41,Female,23,2017-02-05,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,115
351,22,Male,67,2017-01-17,Lei Garden Central,Lei Garden,Central,Restaurants,3562
352,40,Female,56,2017-02-12,Cinta-J,Cinta-J,Wan Chai,Restaurants,249
353,7,Male,48,2017-01-23,StarBucks HK,StarBucks,Tung Chung,Coffee,140
354,5,Female,42,2017-01-20,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,135
355,2,Male,19,2017-02-02,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,125
356,34,Male,57,2017-02-03,McDonalds SHA,McDonalds,Sha Tin,Fast Food,124
357,22,Male,67,2016-12-22,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,311
358,19,Female,37,2017-01-14,McDonalds TC,McDonalds,Tung Chung,Fast Food,79
359,31,Male,53,2017-01-15,Park N Shop 154,Park N Shop,Central,Grocery,1132
360,10,Male,33,2016-12-06,McDonalds SHA,McDonalds,Sha Tin,Fast Food,144
361,16,Female,64,2017-02-01,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,155
362,34,Male,57,2017-02-06,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,227
363,15,Male,31,2016-12-23,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,439
364,30,Female,36,2017-02-26,McDonalds-260-Queens,McDonalds,Central,Fast Food,63
365,12,Male,56,2017-01-21,Cinta-J,Cinta-J,Wan Chai,Restaurants,485
366,19,Female,37,2017-01-08,StarBucks (4426),StarBucks,Central,Coffee,57
367,7,Male,48,2016-12-02,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,862
368,9,Male,44,2017-01-11,StarBucks 115-4,StarBucks,Sha Tin,Coffee,192
369,13,Female,27,2016-12-21,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,363
370,40,Female,56,2017-02-07,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,360
371,37,Female,52,2017-01-06,Bombay House,Bombay House,Prince Edward,Restaurants,887
372,35,Male,21,2017-02-05,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,160
373,11,Female,41,2017-01-21,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,219
374,18,Female,51,2017-02-24,Ibon Rae House,Ibon Rae,Central,Restaurants,794
375,22,Male,67,2017-02-09,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,205
376,42,Male,60,2016-12-20,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,757
377,11,Female,41,2017-02-15,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,124
378,37,Female,52,2017-02-26,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,120
379,4,Male,62,2017-02-03,Dominos Central,Dominos,Central,Restaurants,193
380,4,Male,62,2017-02-11,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,635
381,37,Female,52,2017-01-17,Jaspas PE,Jaspas,Prince Edward,Restaurants,664
382,32,Female,42,2017-02-25,Little Vegas,Little Vegas,Causeway Bay,Restaurants,750
383,24,Female,37,2017-01-19,Park N Shop 784,Park N Shop,Tung Chung,Grocery,629
384,42,Male,60,2017-01-10,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,189
385,11,Female,41,2016-12-07,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,462
386,8,Male,66,2017-02-08,McDonalds SHA,McDonalds,Sha Tin,Fast Food,111
387,38,Male,18,2017-01-18,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,352
388,39,Female,40,2016-12-16,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,486
389,29,Female,45,2017-02-13,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,164
390,50,Male,24,2017-02-12,Wellcome 81,Wellcome,Tung Chung,Grocery,654
391,15,Male,31,2017-01-10,Hwaduk,Hwanduk,Causeway Bay,Restaurants,220
392,23,Female,20,2017-02-09,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,843
393,2,Male,19,2016-12-19,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,503
394,8,Male,66,2017-01-27,McDonalds SHA,McDonalds,Sha Tin,Fast Food,98
395,26,Male,22,2017-02-19,Hwaduk,Hwanduk,Causeway Bay,Restaurants,417
396,47,Female,63,2017-01-17,StarBucks HK,StarBucks,Tung Chung,Coffee,161
397,31,Male,53,2017-02-10,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1020
398,1,Male,52,2016-12-29,Wellcome 81,Wellcome,Tung Chung,Grocery,497
399,40,Female,56,2017-01-25,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,107
400,4,Male,62,2016-12-25,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,245
401,43,Female,51,2017-01-02,Cinta-J,Cinta-J,Wan Chai,Restaurants,374
402,32,Female,42,2017-01-23,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,1199
403,47,Female,63,2016-12-12,Wellcome WC 1,Wellcome,Wan Chai,Grocery,1019
404,19,Female,37,2017-02-06,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,86
405,3,Male,40,2016-12-30,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,291
406,35,Male,21,2016-12-04,Ibon Rae House,Ibon Rae,Central,Restaurants,300
407,27,Female,22,2017-01-20,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2364
408,34,Male,57,2016-12-17,Dominos Central,Dominos,Central,Restaurants,266
409,38,Male,18,2017-01-21,Deliveroo,Pure,Hong Kong,Health/Fitness,627
410,19,Female,37,2017-01-23,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,72
411,22,Male,67,2016-12-23,Glasshouse,Glasshouse,Central,Restaurants,965
412,5,Female,42,2017-02-19,Little Vegas,Little Vegas,Causeway Bay,Restaurants,624
413,47,Female,63,2017-02-20,Wellcome WC 1,Wellcome,Wan Chai,Grocery,864
414,42,Male,60,2016-12-01,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,881
415,33,Female,53,2017-01-21,Little Vegas,Little Vegas,Causeway Bay,Restaurants,237
416,10,Male,33,2017-02-01,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1513
417,41,Female,23,2017-01-27,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,172
418,38,Male,18,2016-12-11,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6837
419,4,Male,62,2016-12-01,Deliveroo,Pure,Hong Kong,Health/Fitness,133
420,40,Female,56,2017-02-15,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,54
421,31,Male,53,2016-12-04,Wellcome WC 1,Wellcome,Wan Chai,Grocery,537
422,50,Male,24,2017-01-22,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,466
423,24,Female,37,2017-02-07,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,350
424,18,Female,51,2017-01-16,Wellcome Main 24,Wellcome,Central,Grocery,1064
425,34,Male,57,2017-02-28,StarBucks HK,StarBucks,Tung Chung,Coffee,127
426,50,Male,24,2017-02-08,Wellcome 81,Wellcome,Tung Chung,Grocery,857
427,29,Female,45,2016-12-11,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1225
428,31,Male,53,2017-01-10,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2124
429,44,Female,28,2016-12-13,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,231
430,17,Female,19,2016-12-05,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,322
431,44,Female,28,2017-02-19,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,210
432,39,Female,40,2017-02-22,Hwaduk,Hwanduk,Causeway Bay,Restaurants,372
433,40,Female,56,2016-12-09,StarBucks 115-4,StarBucks,Sha Tin,Coffee,84
434,6,Female,64,2017-02-11,Hwaduk,Hwanduk,Causeway Bay,Restaurants,444
435,12,Male,56,2016-12-14,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,193
436,24,Female,37,2017-01-18,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,45
437,31,Male,53,2016-12-09,Lei Garden Central,Lei Garden,Central,Restaurants,2881
438,40,Female,56,2017-02-20,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,787
439,21,Male,19,2017-02-09,Park N Shop 784,Park N Shop,Tung Chung,Grocery,712
440,15,Male,31,2016-12-30,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,230
441,27,Female,22,2017-01-19,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1701
442,28,Male,65,2017-01-12,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1120
443,4,Male,62,2016-12-27,McDonalds SHA,McDonalds,Sha Tin,Fast Food,178
444,34,Male,57,2017-01-23,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,196
445,26,Male,22,2017-01-27,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,66
446,10,Male,33,2016-12-18,Bombay House,Bombay House,Prince Edward,Restaurants,554
447,38,Male,18,2016-12-15,McDonalds-260-Queens,McDonalds,Central,Fast Food,52
448,22,Male,67,2017-02-14,Park N Shop 154,Park N Shop,Central,Grocery,743
449,15,Male,31,2017-02-04,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1169
450,45,Male,62,2016-12-12,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,706
451,31,Male,53,2016-12-01,Park N Shop 154,Park N Shop,Central,Grocery,681
452,14,Female,29,2017-01-27,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,198
453,45,Male,62,2017-02-15,Calimex CWB,Calimex,Causeway Bay,Restaurants,494
454,23,Female,20,2017-01-01,Ibon Rae House,Ibon Rae,Central,Restaurants,757
455,16,Female,64,2017-01-09,StarBucks (4426),StarBucks,Central,Coffee,107
456,8,Male,66,2016-12-18,Glasshouse,Glasshouse,Central,Restaurants,1089
457,1,Male,52,2017-01-06,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1445
458,27,Female,22,2016-12-15,Park N Shop 154,Park N Shop,Central,Grocery,1077
459,36,Female,21,2016-12-08,The Grill Room,The Grill Room,Causeway Bay,Restaurants,429
460,49,Male,40,2017-01-26,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3295
461,47,Female,63,2017-01-14,Bombay House,Bombay House,Prince Edward,Restaurants,240
462,44,Female,28,2017-01-20,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,410
463,43,Female,51,2016-12-11,McDonalds TC,McDonalds,Tung Chung,Fast Food,93
464,8,Male,66,2017-01-12,Ibon Rae House,Ibon Rae,Central,Restaurants,268
465,42,Male,60,2017-02-25,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1174
466,44,Female,28,2016-12-13,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,127
467,50,Male,24,2017-01-21,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1596
468,50,Male,24,2017-01-28,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,181
469,37,Female,52,2017-01-10,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,236
470,35,Male,21,2017-01-31,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,95
471,1,Male,52,2017-01-18,StarBucks (4426),StarBucks,Central,Coffee,114
472,29,Female,45,2017-02-13,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3489
473,50,Male,24,2017-02-08,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3603
474,12,Male,56,2017-01-07,Wellcome Main 24,Wellcome,Central,Grocery,244
475,42,Male,60,2017-02-08,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,214
476,44,Female,28,2016-12-14,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,162
477,14,Female,29,2016-12-10,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,247
478,2,Male,19,2017-01-08,The Grill Room,The Grill Room,Causeway Bay,Restaurants,823
479,43,Female,51,2017-02-23,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,485
480,19,Female,37,2017-02-09,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,189
481,30,Female,36,2016-12-28,Bombay House,Bombay House,Prince Edward,Restaurants,387
482,43,Female,51,2016-12-24,Park N Shop 784,Park N Shop,Tung Chung,Grocery,221
483,28,Male,65,2017-01-04,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,249
484,48,Male,40,2017-02-11,Little Vegas,Little Vegas,Causeway Bay,Restaurants,390
485,16,Female,64,2017-01-20,StarBucks 115-4,StarBucks,Sha Tin,Coffee,43
486,16,Female,64,2017-02-06,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,243
487,9,Male,44,2017-01-16,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,2460
488,14,Female,29,2017-01-17,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1082
489,8,Male,66,2017-01-06,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1149
490,49,Male,40,2017-01-10,Cinta-J,Cinta-J,Wan Chai,Restaurants,892
491,13,Female,27,2016-12-26,Dominos Central,Dominos,Central,Restaurants,110
492,4,Male,62,2016-12-14,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,309
493,47,Female,63,2016-12-24,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,441
494,37,Female,52,2017-01-04,Park N Shop 784,Park N Shop,Tung Chung,Grocery,474
495,17,Female,19,2016-12-11,Wellcome Main 24,Wellcome,Central,Grocery,686
496,7,Male,48,2017-02-06,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,200
497,49,Male,40,2017-01-13,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,122
498,21,Male,19,2016-12-28,StarBucks (4426),StarBucks,Central,Coffee,76
499,4,Male,62,2017-01-28,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2809
500,20,Male,26,2016-12-09,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1409
501,32,Female,42,2017-02-24,StarBucks (4426),StarBucks,Central,Coffee,207
502,2,Male,19,2017-01-28,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,237
503,42,Male,60,2017-02-20,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5698
504,36,Female,21,2017-02-22,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,897
505,43,Female,51,2017-02-12,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,613
506,18,Female,51,2017-01-03,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,140
507,16,Female,64,2016-12-15,McDonalds SHA,McDonalds,Sha Tin,Fast Food,101
508,39,Female,40,2017-01-24,Calimex CWB,Calimex,Causeway Bay,Restaurants,101
509,22,Male,67,2017-02-12,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3627
510,19,Female,37,2016-12-12,Dominos Central,Dominos,Central,Restaurants,262
511,15,Male,31,2017-02-26,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,1151
512,12,Male,56,2017-02-28,StarBucks (4426),StarBucks,Central,Coffee,124
513,9,Male,44,2016-12-14,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,890
514,6,Female,64,2017-02-17,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1406
515,40,Female,56,2017-02-02,Wellcome WC 1,Wellcome,Wan Chai,Grocery,970
516,18,Female,51,2016-12-13,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,106
517,9,Male,44,2016-12-24,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,80
518,31,Male,53,2017-01-24,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,470
519,37,Female,52,2016-12-05,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,140
520,39,Female,40,2016-12-22,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,65
521,16,Female,64,2017-01-20,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,172
522,50,Male,24,2017-01-11,Ibon Rae House,Ibon Rae,Central,Restaurants,204
523,46,Female,29,2017-01-22,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,285
524,3,Male,40,2017-01-12,Lei Garden Central,Lei Garden,Central,Restaurants,2465
525,47,Female,63,2017-01-27,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,216
526,35,Male,21,2017-01-02,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,104
527,15,Male,31,2017-02-25,Bombay House,Bombay House,Prince Edward,Restaurants,880
528,24,Female,37,2017-01-02,Calimex CWB,Calimex,Causeway Bay,Restaurants,320
529,31,Male,53,2017-01-11,Wellcome Main 24,Wellcome,Central,Grocery,391
530,13,Female,27,2017-01-26,Park N Shop 784,Park N Shop,Tung Chung,Grocery,955
531,6,Female,64,2016-12-29,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5735
532,39,Female,40,2017-02-16,McDonalds TC,McDonalds,Tung Chung,Fast Food,102
533,30,Female,36,2016-12-20,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,227
534,45,Male,62,2017-01-21,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,138
535,3,Male,40,2016-12-03,Ibon Rae House,Ibon Rae,Central,Restaurants,108
536,17,Female,19,2017-01-06,McDonalds SHA,McDonalds,Sha Tin,Fast Food,93
537,5,Female,42,2017-01-29,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,305
538,9,Male,44,2016-12-05,McDonalds TC,McDonalds,Tung Chung,Fast Food,122
539,6,Female,64,2017-01-04,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,390
540,48,Male,40,2017-02-08,Dominos Central,Dominos,Central,Restaurants,224
541,37,Female,52,2017-02-28,StarBucks (4426),StarBucks,Central,Coffee,142
542,48,Male,40,2016-12-15,StarBucks 115-4,StarBucks,Sha Tin,Coffee,131
543,3,Male,40,2016-12-23,Calimex CWB,Calimex,Causeway Bay,Restaurants,352
544,38,Male,18,2017-02-26,StarBucks (4426),StarBucks,Central,Coffee,145
545,6,Female,64,2017-01-04,McDonalds TC,McDonalds,Tung Chung,Fast Food,165
546,3,Male,40,2016-12-02,Park N Shop 154,Park N Shop,Central,Grocery,501
547,36,Female,21,2016-12-05,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,512
548,1,Male,52,2017-01-30,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1350
